,num__amount,num__device_risk_score,num__ip_risk_score,cat__transaction_type_ATM,cat__transaction_type_Online,cat__merchant_category_Clothing,cat__merchant_category_Travel,cat__country_NG,remainder__is_fraud
6252,70.86977397169312,0.1415347001340753,0.2661728865391736,0.0,0.0,0.0,0.0,0.0,0
4684,1.0,0.1361250191981739,0.1203218988062196,0.0,0.0,0.0,0.0,0.0,0
1731,10.0,0.9338241298588964,0.8154143385129582,0.0,1.0,0.0,0.0,0.0,1
4742,89.48940290517513,0.1373070615328737,0.207424507102527,1.0,0.0,0.0,1.0,0.0,0
4521,68.00936804040654,0.1774826891704751,0.0314541248452559,1.0,0.0,0.0,0.0,0.0,0
6340,87.81849721410349,0.2472461984838214,0.2784266489833876,0.0,0.0,0.0,0.0,0.0,0
576,45.41252853878321,0.0435324359448164,0.2630848776215269,0.0,0.0,0.0,0.0,0.0,0
5202,105.71917375679668,0.0794241311262243,0.2246691666248241,0.0,0.0,1.0,0.0,0.0,0
6363,1091.1977371495586,0.7203818661646126,0.8120935495646198,0.0,0.0,0.0,0.0,0.0,1
439,112.72662948938192,0.192008200741798,0.2180393808499058,1.0,0.0,1.0,0.0,0.0,0
2750,44.60735902217445,0.1650593968353571,0.1897927359115855,0.0,0.0,0.0,1.0,0.0,0
7487,138.714552908218,0.1340113554547303,0.1250820502318896,0.0,0.0,0.0,0.0,0.0,0
5272,153.00769573728755,0.0626236353230419,0.2339625716664489,0.0,0.0,0.0,0.0,0.0,0
5653,63.286201435529016,0.1152484926461945,0.1870761872533721,0.0,1.0,0.0,0.0,0.0,0
3999,82.5074128110936,0.1501990484451694,0.2421626493998301,0.0,0.0,0.0,0.0,0.0,0
6033,1.0,0.0414144384763852,0.1124699004296635,0.0,0.0,0.0,0.0,0.0,0
582,72.58004304458352,0.1032391514613408,0.1726236386344828,1.0,0.0,0.0,0.0,0.0,0
9930,123.36018464138812,0.2092579291663667,0.0557451706045322,0.0,0.0,0.0,0.0,0.0,0
7051,62.89579525386116,0.2948793223234914,0.1935998323395292,0.0,1.0,0.0,1.0,0.0,0
8158,68.07937906652305,0.0175533016552751,0.1302168794578666,1.0,0.0,0.0,0.0,0.0,0
9896,145.41110632979752,0.1642917271567329,0.0431947452598724,0.0,0.0,0.0,0.0,0.0,0
2249,110.07919803201813,0.198886652636392,0.2293814752219647,0.0,0.0,1.0,0.0,0.0,0
4640,153.43436768294535,0.1217847065192587,0.0636158509890883,0.0,1.0,0.0,0.0,0.0,0
9485,192.0018311550837,0.2852847479550586,0.2158163522477499,0.0,0.0,0.0,0.0,0.0,0
4947,70.0968338175586,0.0067887753031996,0.1291860924284902,1.0,0.0,0.0,0.0,0.0,0
9920,66.48547097752754,0.1922159924970101,0.14133728568758,1.0,0.0,0.0,0.0,0.0,0
1963,65.33017315328291,0.0076236608846449,0.1479424534422095,0.0,0.0,0.0,0.0,0.0,0
8243,61.242617777445886,0.252189127727205,0.1719110257425102,0.0,0.0,1.0,0.0,0.0,0
6590,93.97765023194174,0.1844690937476748,0.1301017630368322,1.0,0.0,0.0,0.0,0.0,0
8847,171.39311910426477,0.0702555236473335,0.1263849680069881,0.0,0.0,0.0,0.0,0.0,0
321,238.1342266365751,0.2282005432848355,0.2869512514266538,0.0,1.0,0.0,0.0,0.0,0
2678,11.48779120122569,0.2108316894446586,0.2486224177432562,0.0,0.0,0.0,1.0,0.0,0
4625,121.61734821038915,0.2102083358410777,0.009825198631761,0.0,0.0,0.0,0.0,0.0,0
4949,1.0,0.2460912524221074,0.1080540054482407,0.0,0.0,0.0,0.0,0.0,0
8328,139.36364940005922,0.1014546829728993,0.1236579849485935,0.0,1.0,0.0,0.0,0.0,0
3337,69.15836995114162,0.22929435363937,0.223866574727141,0.0,1.0,1.0,0.0,0.0,0
5589,136.40863747736086,0.1707986441271042,0.0660046983545609,0.0,0.0,1.0,0.0,0.0,0
251,72.25003059428948,0.2441093143679727,0.2712736488728986,0.0,0.0,1.0,0.0,0.0,0
3973,117.03838378637188,0.2213043141247596,0.0744455441031546,0.0,0.0,1.0,0.0,0.0,0
6630,82.83022626378528,0.1412387772130988,0.0400738314994005,0.0,0.0,0.0,0.0,0.0,0
5547,77.47684245581374,0.1427803428611269,0.1420114825011008,0.0,0.0,0.0,1.0,0.0,0
35,117.16488454620772,0.1274318614028286,0.2934155658245432,0.0,0.0,0.0,0.0,0.0,0
8362,94.51870747561422,0.0052972686156318,0.1992580977235451,1.0,0.0,0.0,0.0,0.0,0
1513,194.46536111893272,0.0055563490175644,0.2601696135407093,0.0,1.0,0.0,0.0,0.0,0
9317,77.82951633907257,0.2503396980919016,0.2278223247272796,0.0,0.0,0.0,1.0,0.0,0
39,138.32723758855823,0.264077776125419,0.1512479524978255,0.0,0.0,0.0,0.0,0.0,0
4819,139.3794236680559,0.1731760085992683,0.2070285153234542,1.0,0.0,0.0,1.0,0.0,0
3465,49.29193673725163,0.217304513358799,0.145287697496813,0.0,1.0,0.0,0.0,0.0,0
1760,83.77985400259425,0.1832393070111252,0.2351089992701813,0.0,0.0,1.0,0.0,0.0,0
2304,38.22760839385735,0.2468602115100393,0.2654758189986924,0.0,1.0,0.0,0.0,0.0,0
3723,101.81102852326332,0.1532234195771131,0.2612753794623547,0.0,0.0,0.0,1.0,0.0,0
8284,400.86637374117765,0.8610063154739718,0.8541079576398216,0.0,0.0,1.0,0.0,0.0,1
4993,113.01313649554857,0.0419521200936378,0.2766440423340848,0.0,0.0,1.0,0.0,0.0,0
8127,129.1013676808634,0.2965848766641824,0.2328150201883233,0.0,0.0,0.0,0.0,0.0,0
3032,134.94879091723834,0.1452313377405961,0.0951124197299882,0.0,1.0,0.0,1.0,0.0,0
7938,91.40128970572886,0.1972736540307216,0.2438608599310796,0.0,0.0,1.0,0.0,0.0,0
3039,94.6570649605446,0.0887919350173578,0.2537638785450993,0.0,0.0,0.0,0.0,0.0,0
9655,280.65526038308826,0.8696799491086017,0.8137512816567642,1.0,0.0,0.0,0.0,1.0,1
2545,96.07848898576748,0.2226475889307327,0.1592636789992932,0.0,1.0,0.0,0.0,0.0,0
2592,177.1769465690399,0.2103429086989414,0.0297031190775604,1.0,0.0,0.0,0.0,0.0,0
1188,136.88129650652513,0.1224651385819363,0.1810185626438414,0.0,0.0,1.0,0.0,0.0,0
7966,137.31915404917822,0.201291250149637,0.2506568410974859,0.0,0.0,0.0,1.0,0.0,0
6077,185.02146482295464,0.1303509234190032,0.2428217113344234,0.0,1.0,0.0,1.0,0.0,0
107,2830.4336256815195,0.9251573393310356,0.7427565816549759,0.0,0.0,1.0,0.0,0.0,1
1315,27.127126774571977,0.2655342368690517,0.1537276093598037,0.0,1.0,1.0,0.0,0.0,0
8187,98.86096847774576,0.0327967974389341,0.1826391464678637,0.0,0.0,0.0,0.0,0.0,0
2753,78.89640574551521,0.2863204262862922,0.1061670123329713,0.0,1.0,0.0,0.0,0.0,0
9753,117.9926982377498,0.193946618840459,0.13974206981761,0.0,0.0,1.0,0.0,0.0,0
6231,70.15854059421434,0.1633601290626116,0.2388954237344772,0.0,0.0,1.0,0.0,0.0,0
2876,119.38906046811935,0.1984548749938625,0.2573653706610793,1.0,0.0,0.0,0.0,0.0,0
5323,111.97738604346158,0.0157610942844007,0.2674405789680436,0.0,0.0,0.0,0.0,0.0,0
799,158.10038521356051,0.2727979632243836,0.1171973807722666,1.0,0.0,0.0,0.0,0.0,0
3570,2325.748600323254,0.9172083326476652,0.846644875746643,0.0,0.0,0.0,0.0,0.0,1
2894,94.46754257845826,0.0939152528767756,0.2442292746787223,1.0,0.0,0.0,1.0,0.0,0
2927,74.13185054288836,0.0544073141714668,0.170555808342334,0.0,1.0,1.0,0.0,0.0,0
8178,89.06959337579394,0.1845800655715038,0.0441450598247575,0.0,0.0,0.0,1.0,0.0,0
971,114.64759167594175,0.0846313165908726,0.2932872541856643,1.0,0.0,0.0,0.0,0.0,0
6687,136.07179536720423,0.1533970399206423,0.1504889039148388,0.0,0.0,1.0,0.0,0.0,0
8575,87.36986561894204,0.2513111676105344,0.0761259009754028,0.0,0.0,1.0,0.0,0.0,0
2020,90.91453039865986,0.0271240269012469,0.0685646536077369,0.0,0.0,0.0,1.0,0.0,0
9054,75.11281872885826,0.1156280508429449,0.1001754916533363,0.0,0.0,0.0,0.0,0.0,0
