,num__amount,num__device_risk_score,num__ip_risk_score,cat__transaction_type_ATM,cat__transaction_type_Online,cat__merchant_category_Clothing,cat__merchant_category_Travel,cat__country_NG,remainder__is_fraud
0,10.0,0.8998583139835687,0.986659279063621,0.0,0.0,0.0,1.0,1.0,1
1,56.37809506991612,0.1638982109685837,0.1552965372341203,0.0,0.0,0.0,0.0,0.0,0
2,58.43469341798577,0.2330407554279315,0.2770977246833695,0.0,0.0,0.0,0.0,0.0,0
3,34.87112605232315,0.2293433057775611,0.07936805351871,1.0,0.0,1.0,0.0,0.0,0
4,127.2694740462337,0.0620662670312275,0.0304766837868895,1.0,0.0,0.0,0.0,0.0,0
5,112.29718594159188,0.1267592101472695,0.2484428511439958,0.0,1.0,1.0,0.0,0.0,0
6,97.4407577179786,0.1230220751999826,0.2835898322953319,0.0,0.0,0.0,1.0,0.0,0
7,83.5920157510154,0.165738826863757,0.0648044716891278,1.0,0.0,1.0,0.0,0.0,0
8,75.6321317008017,0.036875547081993,0.1396863776981106,0.0,0.0,0.0,0.0,0.0,0
9,101.824996591308,0.018997876404682,0.0451964607667339,0.0,0.0,1.0,0.0,0.0,0
10,2068.426897208956,0.9115039443625718,0.9558245313442926,1.0,0.0,0.0,0.0,0.0,1
11,177.80522187635415,0.2228297712376049,0.2071961914933639,1.0,0.0,0.0,0.0,0.0,0
12,110.03470626214624,0.0345830600328384,0.2904171279795829,0.0,0.0,0.0,0.0,0.0,0
13,48.73622846651495,0.1877197739985101,0.2870981957860236,0.0,1.0,0.0,0.0,0.0,0
14,110.77750003226458,0.094674133889149,0.2580715204260664,0.0,0.0,0.0,0.0,0.0,0
15,117.52877288062724,0.2813696842149905,0.2386287222128714,1.0,0.0,0.0,0.0,0.0,0
16,1240.619120372302,0.9756489290333518,0.894792064892663,1.0,0.0,0.0,0.0,0.0,1
17,70.29399057275491,0.2053693173731605,0.0539379636522245,1.0,0.0,0.0,1.0,0.0,0
18,22.168429062989272,0.9626447135393974,0.9191063688115472,0.0,0.0,0.0,1.0,0.0,1
19,106.29807074393196,0.0044977817052776,0.0906063053385518,1.0,0.0,1.0,0.0,0.0,0
20,146.38324556862682,0.2029242792766262,0.2179507110708617,0.0,0.0,1.0,0.0,0.0,0
21,59.35387588202522,0.1108719047782212,0.0582738363117283,0.0,1.0,0.0,0.0,0.0,0
22,51.4666116308613,0.0837297113895074,0.2687990228617939,0.0,1.0,0.0,0.0,0.0,0
23,134.3070962120883,0.2587078769857815,0.1046897305369804,0.0,0.0,1.0,0.0,0.0,0
24,95.93261364821257,0.1343876064392768,0.0364745028790026,1.0,0.0,0.0,0.0,0.0,0
25,92.23653479481204,0.0911460819684095,0.0162148988409914,0.0,0.0,0.0,0.0,0.0,0
26,77.20586323139904,0.0609355044620365,0.2078098279201615,0.0,1.0,0.0,0.0,0.0,0
27,47.8378295412808,0.1088886913344601,0.2107704749268446,1.0,0.0,0.0,0.0,0.0,0
28,65.15669927733734,0.1928733287749474,0.0507653980870477,0.0,1.0,0.0,1.0,0.0,0
29,63.42298526368193,0.0756085148648503,0.2142378726572526,0.0,0.0,1.0,0.0,0.0,0
30,178.32545633529543,0.2814284692043881,0.0338964366191152,1.0,0.0,0.0,1.0,0.0,0
31,79.4459191160758,0.25528091243115,0.0351829230192176,0.0,0.0,0.0,1.0,0.0,0
32,87.16327105787158,0.2919850759623675,0.0089768077010686,1.0,0.0,0.0,1.0,0.0,0
33,161.99684036442954,0.2371212420548279,0.262046980269457,0.0,0.0,1.0,0.0,0.0,0
34,1.0,0.2899463699873159,0.2894277447719554,1.0,0.0,0.0,1.0,0.0,0
35,64.37226730075652,0.0473563219669236,0.28967186389235,0.0,0.0,0.0,1.0,0.0,0
36,85.87083084415083,0.2213685701671724,0.2722082095538153,0.0,1.0,1.0,0.0,0.0,0
37,170.87811119520103,0.0990458941272898,0.0500882169985322,0.0,1.0,0.0,1.0,0.0,0
38,109.42431903802104,0.0086082781485312,0.183227302936061,0.0,0.0,0.0,0.0,0.0,0
39,105.27196130906854,0.0786707967438767,0.2838498173641114,0.0,0.0,1.0,0.0,0.0,0
40,42.85179730407212,0.0230345705519576,0.0607635503005447,0.0,0.0,0.0,0.0,0.0,0
41,16.202949045044917,0.2027167249059776,0.1303981580784076,0.0,0.0,0.0,1.0,0.0,0
42,127.07220496948686,0.0294324167907101,0.2707273775970267,0.0,1.0,0.0,0.0,0.0,0
43,125.43252717737096,0.2082760401405721,0.2906488694328634,0.0,0.0,0.0,0.0,0.0,0
44,67.57214383556743,0.1942224499042616,0.2399490782979446,1.0,0.0,0.0,0.0,0.0,0
45,78.85358274986356,0.0656478495811025,0.2431596078086906,0.0,0.0,0.0,1.0,0.0,0
46,122.97538833193308,0.0730545083794989,0.0326660489578051,0.0,0.0,0.0,0.0,0.0,0
47,5955.77225650711,0.7398234786657286,0.9923837529473272,0.0,1.0,0.0,1.0,0.0,1
48,130.67359683458895,0.2208931642188915,0.1605856163339487,0.0,0.0,0.0,1.0,0.0,0
49,140.36952053269516,0.0464169325045154,0.1401660182008635,0.0,0.0,0.0,0.0,0.0,0
50,87.09787848889677,0.2806666322511785,0.0035918899759092,0.0,1.0,1.0,0.0,0.0,0
51,51.41414103615365,0.2696947972050068,0.2600822642894791,0.0,0.0,0.0,0.0,0.0,0
52,1448.430671905998,0.9452945804756766,0.7035269559781527,0.0,0.0,0.0,0.0,0.0,1
53,168.08036181583756,0.2347956473759783,0.2395233484360971,0.0,1.0,1.0,0.0,0.0,0
54,134.83440789769452,0.2129605166578903,0.202906220799181,0.0,0.0,0.0,0.0,0.0,0
55,1345.6053089258487,0.9904613424683248,0.8758570285043537,0.0,1.0,0.0,1.0,0.0,1
56,146.4172487279071,0.1434723309303115,0.1451064713660655,0.0,0.0,0.0,1.0,0.0,0
57,2920.3608661927,0.9073790991287198,0.852179866755458,1.0,0.0,0.0,0.0,0.0,1
58,60.70589384625159,0.1356753447327689,0.2193291305301752,1.0,0.0,0.0,0.0,0.0,0
59,130.0469190355863,0.2570112897402316,0.1386801501045163,0.0,1.0,0.0,0.0,0.0,0
60,53.74846763806921,0.113581241891801,0.0943626236260649,0.0,1.0,1.0,0.0,0.0,0
61,1.0,0.0685788868154673,0.2958605518559796,0.0,0.0,0.0,0.0,0.0,0
62,153.85812382204023,0.1280396696822856,0.1711432465455584,0.0,1.0,0.0,0.0,0.0,0
63,52.869851899324814,0.1223655834999157,0.2017952542465421,1.0,0.0,0.0,1.0,0.0,0
64,141.1307684986824,0.2533267648437414,0.0564758012650727,0.0,1.0,0.0,0.0,0.0,0
65,100.0731427406895,0.1600587558010013,0.2539292534596825,1.0,0.0,0.0,0.0,0.0,0
66,56.13752150106311,0.1324748268844356,0.2495573532510711,0.0,1.0,0.0,0.0,0.0,0
67,145.0603390246154,0.037238275515487,0.0314029456240649,0.0,1.0,0.0,0.0,0.0,0
68,91.67769952650312,0.1934305945486701,0.2056180490099233,0.0,1.0,0.0,0.0,0.0,0
69,127.87519105169186,0.2421582186114909,0.1435711772553248,0.0,0.0,1.0,0.0,0.0,0
70,101.74312076645828,0.0313853988420901,0.0255384655516102,1.0,0.0,1.0,0.0,0.0,0
71,148.63551964610872,0.2704916780640254,0.0933625253346719,0.0,0.0,0.0,1.0,0.0,0
72,157.4568524234267,0.2000309525783097,0.0339168101611925,0.0,0.0,0.0,0.0,0.0,0
73,107.88676038058404,0.072455779388229,0.2477140016170549,1.0,0.0,0.0,0.0,0.0,0
74,100.36414935252095,0.2549737037661783,0.0810414288565949,1.0,0.0,0.0,0.0,0.0,0
75,129.4081654706011,0.1082525008612218,0.0274615116415588,0.0,0.0,0.0,0.0,0.0,0
76,101.32535896876522,0.0524434343611723,0.0513562412395525,1.0,0.0,0.0,0.0,0.0,0
77,61.41451564708149,0.2944080128117232,0.2411844449316502,0.0,0.0,0.0,1.0,0.0,0
78,64.48337548925542,0.2551813491750844,0.191374237764953,1.0,0.0,0.0,1.0,0.0,0
79,53.2537959280578,0.2647985061944684,0.0966700613416593,0.0,0.0,0.0,0.0,0.0,0
80,103.78133891952018,0.2061667497297035,0.1443677662279165,1.0,0.0,0.0,0.0,0.0,0
81,144.7548777960099,0.0365159414613986,0.1168396312334436,0.0,0.0,1.0,0.0,0.0,0
82,123.33776024192896,0.1896385003231513,0.2930889583004976,0.0,0.0,0.0,0.0,0.0,0
83,39.13780531864328,0.1272118723663832,0.173698076820412,0.0,1.0,0.0,0.0,0.0,0
84,112.03449111469388,0.2163942560935453,0.0812654773975521,0.0,0.0,0.0,0.0,0.0,0
85,171.0589548398558,0.1533731578324189,0.0192901219420533,0.0,0.0,0.0,1.0,0.0,0
86,49.80751364845574,0.0799665292948582,0.2924305336087371,0.0,1.0,0.0,1.0,0.0,0
87,50.88633732609233,0.1310320023209444,0.0796011329154649,0.0,0.0,1.0,0.0,0.0,0
88,1.0,0.2663588987789733,0.017314166106688,0.0,0.0,1.0,0.0,0.0,0
89,91.28101462980496,0.048697218527643,0.0258766002710781,0.0,0.0,0.0,0.0,0.0,0
90,43.59857964842583,0.2796788234860812,0.264056334303842,0.0,0.0,0.0,0.0,0.0,0
91,56.55769608407848,0.2552438958146183,0.2083114452143436,0.0,0.0,0.0,0.0,0.0,0
92,130.95482390257754,0.1075735734523944,0.2194362491537676,1.0,0.0,0.0,0.0,0.0,0
93,128.4669586462649,0.1890379179716497,0.090950659298152,1.0,0.0,1.0,0.0,0.0,0
94,11.986874970999551,0.2263731300133532,0.1812764249350012,0.0,1.0,1.0,0.0,0.0,0
95,121.57299788636078,0.019407961139532,0.115930771079551,0.0,0.0,1.0,0.0,0.0,0
96,46.10470694242066,0.1945396955036227,0.2831597610110737,0.0,0.0,0.0,0.0,0.0,0
97,168.88037235871525,0.1295610419039384,0.1726470220833027,0.0,0.0,1.0,0.0,0.0,0
98,165.20332316744185,0.2608296792875392,0.025330192250037,0.0,0.0,0.0,1.0,0.0,0
